拜托请你看清你的对手是谁,,,,,,,,,,0,,,,
real shit 击穿你的肺,,,,,,,,,,1,,,,
damn 真的有点飞 别装无所谓,,,,,,,,,,1,,,,
来自maiam 台上浮夸全靠演技,,,,,,,,,,0,,,,
赚了几个亿 背上背包和我环球旅行,,,,,,,,,,0,,,,
嘴里吐出的子弹 打碎你的尊严 手法细腻又冷血,,,,,,,,,,1,,,,
所以下手从会不眨眼,,,,,,,,,,0,,,,
一记射穿你的谎言,,,,,,,,,,0,,,,
等 不会懂 bong,,,,,,,,,,0,,,,
在你心上掏一个洞 我给你送终 bong,,,,,,,,,,0,,,,
原曲Carry On-XXXTENTACION,,,,,,,,,,0,,,,
攀升 降落后间歇性的落魄,,,,,,,,,,0,,,,
把我仅剩的一丝尊严略夺,,,,,,,,,,0,,,,
随后的辗转 反侧,,,,,,,,,,0,,,,
所做的无非弥补过错,,,,,,,,,,0,,,,
生死有命所以我只得慢慢等待,,,,,,,,,,0,,,,
我想要寻找一种解药把偏执给彻底治好,,,,,,,,,,0,,,,
尝试人群中 体会生活旋律的曼妙,,,,,,,,,,0,,,,
用我的平仄,,,,,,,,,,0,,,,
描绘经过的百般形色,,,,,,,,,,0,,,,
充斥着自责,,,,,,,,,,0,,,,
观看破烂不堪的人格,,,,,,,,,,0,,,,
灵魂它太过清澈,,,,,,,,,,0,,,,
一旦弄丢无处捉摸,,,,,,,,,,0,,,,
我撑过了白天,,,,,,,,,,0,,,,
无眠的夜里浪费时间,,,,,,,,,,0,,,,
当我离开的那天希望你会有所纪念,,,,,,,,,,0,,,,
闭不上眼,,,,,,,,,,0,,,,
当罪恶爬在骨髓上蔓延,,,,,,,,,,0,,,,
黑眼圈加失眠,,,,,,,,,,0,,,,
夜魇归来 没还的都要pay back,,,,,,,,,,0,,,,
我可以打倒所有人,,,,,,,,,,0,,,,
但我打不倒我自己,,,,,,,,,,0,,,,
独自一人时容易被黑暗吞噬,,,,,,,,,,0,,,,
保持嗨的状态才能把那些扔到脑后,,,,,,,,,,0,,,,
要飞的够高 那些手随时要把你抓走,,,,,,,,,,0,,,,
不要回头 地狱的火会把你燃透,,,,,,,,,,0,,,,
当我想起我就拿起笔,,,,,,,,,,0,,,,
我做错的和别人犯下的过错,,,,,,,,,,0,,,,
让那种痛苦蚕食我,,,,,,,,,,0,,,,
我竟然沉浸于这种欢乐,,,,,,,,,,0,,,,
独自来 独自去,,,,,,,,,,0,,,,
什么都带不来 带不走,,,,,,,,,,0,,,,
独自来 独自去,,,,,,,,,,0,,,,
什么都带不来 带不走,,,,,,,,,,0,,,,
从小到大伴随我身边的全都是香港老片,,,,,,,,,,0,,,,
所有的经典 包装着精简,,,,,,,,,,0,,,,
一幕幕衣着光鲜都充斥表面,,,,,,,,,,0,,,,
Bruce 回到他的精武门,,,,,,,,,,0,,,,
还有成家班用武术叮嘱人和,,,,,,,,,,0,,,,
高进说怎么开同花顺怎么玩你都输没人是新赌神,,,,,,,,,,0,,,,
但还是习惯在深夜里把碟片播放,,,,,,,,,,0,,,,
薯片饮料全部放在桌上,,,,,,,,,,0,,,,
酒杯里面开始翻起波浪,,,,,,,,,,0,,,,
eh 喜剧明星里有一个人的招式颇棒,,,,,,,,,,0,,,,
无厘头 的招式 快过来 我跟你 一段一段慢慢说唱,,,,,,,,,,0,,,,
喜剧王破坏王整蛊王功夫王少林足球开始发扬光大,,,,,,,,,,0,,,,
韦小宝苏乞儿芝麻官零零发回到现实充满家常当下,,,,,,,,,,0,,,,
9527想把秋香追到,,,,,,,,,,0,,,,
月光宝盒可让时间回倒,,,,,,,,,,0,,,,
穿过那时光隧道 把身份对调,,,,,,,,,,0,,,,
他依然面带微笑,,,,,,,,,,0,,,,
看好多电影一部两部三部四部,,,,,,,,,,0,,,,
它们有的批判制度 有的充满力度,,,,,,,,,,0,,,,
到最后劣质都会闭幕,,,,,,,,,,0,,,,
牛逼的经典的却早已扎下了根,,,,,,,,,,1,,,,
埋得很深 开出了花不忘播种的恩,,,,,,,,,,0,,,,
电影片段,,,,,,,,,,0,,,,
夸张的比喻 经常会出现在星仔剧本里的喜剧,,,,,,,,,,0,,,,
又说了几句 你不用起立,,,,,,,,,,0,,,,
无厘头的对话有些人没法去理喻,,,,,,,,,,0,,,,
eh 但是我 还是要说 你真的 才气爆多,,,,,,,,,,0,,,,
盖世英雄承诺 还是听从神座,,,,,,,,,,0,,,,
重新选不会再这样照做,,,,,,,,,,0,,,,
弹奏一曲肝肠寸断的旋律 从天而降的掌法,,,,,,,,,,0,,,,
击败敌人不能只依靠蛮力 还得有想法,,,,,,,,,,0,,,,
于是我的力量变成了我的经历,,,,,,,,,,0,,,,
丰富我的兵器 跨越八个音域 锻炼你的听力,,,,,,,,,,0,,,,
最后是否爱上 这段韵律,,,,,,,,,,0,,,,
佳肴 不过 一碗 叉烧饭 少林金刚腿踢沙包烂,,,,,,,,,,0,,,,
加个蛋顺便集八个赞 小角色被打的花招散,,,,,,,,,,0,,,,
眉头一皱 怎么就火云邪神都不能承受,,,,,,,,,,0,,,,
没人来救 只有挨揍 所有的经典全部装进回忆才够,,,,,,,,,,0,,,,
决定在这段记忆标上那一个记号,,,,,,,,,,0,,,,
曾经的癖好,,,,,,,,,,0,,,,
可能遭人反感如今我不想去再去计较,,,,,,,,,,0,,,,
没有什么必要,,,,,,,,,,0,,,,
eh 别在意外界的话语都不过是一个个气泡,,,,,,,,,,0,,,,
烦恼被制造 自己清楚通往成功的密道,,,,,,,,,,0,,,,
电影片段,,,,,,,,,,0,,,,
就把我的soul交给嘻哈,,,,,,,,,,0,,,,
说唱即是正义 也是新时代的筹码,,,,,,,,,,0,,,,
赢得过 逃得脱 抓不到 摸不透,,,,,,,,,,0,,,,
一开始 得不到 不会消失的soul,,,,,,,,,,0,,,,
第一次 让你跟着想法不同,,,,,,,,,,0,,,,
再一次 欢迎你来到嘻哈的星球,,,,,,,,,,0,,,,
逃不脱 握在手 耳机里 一直播,,,,,,,,,,0,,,,
你要的 我可能没有 但我掌控你脉搏,,,,,,,,,,0,,,,
开始懂得humble 点着头,,,,,,,,,,0,,,,
i still dont give a fuck about 那些haters,,,,,,,,,,1,,,,
未来的路还有很多等着我去走,,,,,,,,,,0,,,,
in Chicago 一个接一个的路口,,,,,,,,,,0,,,,
拼命玩尽情的hustle,,,,,,,,,,0,,,,
看着墙上日历已经是八月十五,,,,,,,,,,0,,,,
已经20度依旧穿着短裤感受不到温度,,,,,,,,,,0,,,,
开始 懂得 为你 帮你 处理 问题 关于 难题 不会 抗拒 love me,,,,,,,,,,0,,,,
开始收起脾气只能靠我自己,,,,,,,,,,0,,,,
慢慢找回自己 扬帆远航前我前路前,,,,,,,,,,0,,,,
不知何时下次相遇 请别对我暴击 我还会不忘初心 ya,,,,,,,,,,0,,,,
开始懂得humble 点着头,,,,,,,,,,0,,,,
i still dont give afuck about 那些haters,,,,,,,,,,1,,,,
未来的路还有很多等着我去走,,,,,,,,,,0,,,,
live in Chicago 一个接一个的路口,,,,,,,,,,0,,,,
拼命玩尽情hustle,,,,,,,,,,0,,,,
想要 你来到芝加哥 带着你去湖散步,,,,,,,,,,0,,,,
前往 荷兰 带你 漫步 风车田野郁金香开满你的小屋,,,,,,,,,,0,,,,
圣诞节 有你叫醒 能够收到你的礼物,,,,,,,,,,0,,,,
大梦初醒 发现自己遁入虚无,,,,,,,,,,0,,,,
看到不一样的星空闪烁 像是来自几万光年外的星球,,,,,,,,,,0,,,,
感受不到的温度 地球看不见的角度,,,,,,,,,,0,,,,
像是被吸入了黑洞 无法脱身 灵魂离开躯壳,,,,,,,,,,0,,,,
偷偷的溜走 在另外的纬度是否也有一个我,,,,,,,,,,0,,,,
开始懂得humble 点着头,,,,,,,,,,0,,,,
i still dont give a fuck about 那些haters,,,,,,,,,,1,,,,
未来的路还有很多等着我去走,,,,,,,,,,0,,,,
live in Chicago 一个接一个的路口,,,,,,,,,,0,,,,
拼命玩尽情hustle,,,,,,,,,,0,,,,
放下一切,,,,,,,,,,0,,,,
到底怎样才能放下一切,,,,,,,,,,0,,,,
这个思绪泛滥的夜,,,,,,,,,,0,,,,
点的兰州全都慢慢熄灭,,,,,,,,,,0,,,,
大概原因是没有氧气,,,,,,,,,,0,,,,
快乐和我总是分隔两地,,,,,,,,,,0,,,,
看过周围太多的人,,,,,,,,,,0,,,,
因为争权攘利变得势不两立,,,,,,,,,,0,,,,
空气渐渐被挤压,,,,,,,,,,0,,,,
人们的欲望也渐渐在放大,,,,,,,,,,0,,,,
可就连原始的情感,,,,,,,,,,0,,,,
也他妈全都被金钱给量化,,,,,,,,,,1,,,,
这让我喘不过气,,,,,,,,,,0,,,,
这让我感到窒息,,,,,,,,,,0,,,,
这让我甚至都怀疑,,,,,,,,,,0,,,,
高级的人类存在的动机 Shit,,,,,,,,,,1,,,,
老学校的Sugrahill Gang到Grandmaster再到Curtis Blow,,,,,,,,,,0,,,,
Biggie的Flow跟着鼓点在走Easy-E从West coast爆你的头,,,,,,,,,,1,,,,
Slim的手稿每个人想有南部带着coco逐渐开始入流,,,,,,,,,,0,,,,
Dabbing的Migos和trap的酒 不走的留下该走的就走,,,,,,,,,,0,,,,
旋律开始变得洗脑,,,,,,,,,,0,,,,
歌词不是重复一套,,,,,,,,,,0,,,,
比较比较 之后才会知道,,,,,,,,,,0,,,,
光是填满一个bar也tm需要技巧,,,,,,,,,,1,,,,
记到力道 带刺的道路通往荆棘森林的到处,,,,,,,,,,0,,,,
是不需要照顾 看得清套路,,,,,,,,,,0,,,,
实力不到位也早晚会暴露,,,,,,,,,,0,,,,
把句子写出来分三段并且要再练习读音发声千遍,,,,,,,,,,0,,,,
非原创就不要跟前念有些人瞎jb乱模仿真难看,,,,,,,,,,1,,,,
才高八斗 来即兴发挥后摆菜下酒,,,,,,,,,,0,,,,
快过来买票拿走 拍照拉手,,,,,,,,,,0,,,,
下一段我和我兄弟将shine like a pro,,,,,,,,,,0,,,,
高空 睁眼 清醒 落地,,,,,,,,,,0,,,,
开机 被刷屏 一部烂片 又破亿,,,,,,,,,,0,,,,
朋友圈里的圈里人在相互做戏,,,,,,,,,,0,,,,
好像不跟着点个赞就会被唾弃,,,,,,,,,,0,,,,
太多人有钱花 welcome to the cinema,,,,,,,,,,0,,,,
动辄八个九个十个亿的票房奇迹,,,,,,,,,,0,,,,
它都把银子赚了,,,,,,,,,,0,,,,
还继续砸下一部神话,,,,,,,,,,0,,,,
傻子都猜得到看不下,,,,,,,,,,1,,,,
忍不了那么多俗套的对白,,,,,,,,,,0,,,,
哭不出笑不出的故事,,,,,,,,,,0,,,,
玩什么谈什么情怀和未来,,,,,,,,,,0,,,,
好政策好市场,,,,,,,,,,0,,,,
好坏不分的货色大有人在,,,,,,,,,,0,,,,
名气当神拜私底下,,,,,,,,,,0,,,,
乱七八糟上了荧屏就恩爱,,,,,,,,,,0,,,,
著名大编剧 故事和事故没有间距,,,,,,,,,,0,,,,
硬伤太多智商太挫,,,,,,,,,,0,,,,
还要追梦不如你先去,,,,,,,,,,0,,,,
有后期就好点 有关系就保险,,,,,,,,,,0,,,,
一个摄影干特么三五年,,,,,,,,,,0,,,,
都能变成导演,,,,,,,,,,0,,,,
爱情 除了爱情就是爱情,,,,,,,,,,0,,,,
别的真心不太行,,,,,,,,,,0,,,,
日子太平的新一代不太灵,,,,,,,,,,0,,,,
回忆青春从来不带停,,,,,,,,,,0,,,,
虚拟世界里打鬼怪妖魔的小制片,,,,,,,,,,0,,,,
被资本消磨着骗骗点击,,,,,,,,,,0,,,,
融了资就值钱 跟着风赶时间,,,,,,,,,,0,,,,
票房收视法宝,,,,,,,,,,0,,,,
来来去去穿越把历史查找,,,,,,,,,,0,,,,
唐宗宋祖帝王将相说,,,,,,,,,,0,,,,
求求你们请勿打扰,,,,,,,,,,0,,,,
宫廷里多少传记人物传奇,,,,,,,,,,0,,,,
穿越到都市里,,,,,,,,,,0,,,,
一声叹息,,,,,,,,,,0,,,,
又是解决不完的婆媳关系,,,,,,,,,,0,,,,
这个 IP 那个 IP 超级大 IP,,,,,,,,,,0,,,,
全世界都在抢 IP,,,,,,,,,,0,,,,
抢了就开机 十有八九肯定挨批,,,,,,,,,,0,,,,
经典变成败笔,,,,,,,,,,0,,,,
傻了懵了投了资的一帮**,,,,,,,,,,1,,,,
脱掉文化的外衣,,,,,,,,,,0,,,,
挖煤的卖楼的互联网手游的来回唬,,,,,,,,,,0,,,,
发行商 投资方,,,,,,,,,,0,,,,
笑里藏刀拿来对赌,,,,,,,,,,0,,,,
每天头脑风暴会晤,,,,,,,,,,0,,,,
与资本大佬为伍,,,,,,,,,,0,,,,
玩好的致富 跑偏的被捕,,,,,,,,,,0,,,,
Too many superstars 闪瞎我的双眼台上放电,,,,,,,,,,0,,,,
前呼后拥之间把魅力彰显,,,,,,,,,,0,,,,
签个名摆个 pose 合个影顾后忙前,,,,,,,,,,0,,,,
头头是道字里行间,,,,,,,,,,0,,,,
然后搂搂抱抱自己旁边的,,,,,,,,,,0,,,,
老板笑眯眯地心想,,,,,,,,,,0,,,,
拿完了奖快点回我的房间,,,,,,,,,,0,,,,
走红毯一件件争奇斗艳,,,,,,,,,,0,,,,
豪华定制的礼服,,,,,,,,,,0,,,,
大荧幕一个个苍白无力,,,,,,,,,,0,,,,
演技被扒了底裤,,,,,,,,,,1,,,,
多少从艺北电中戏的姑娘四处碰壁,,,,,,,,,,0,,,,
副导要了别人,,,,,,,,,,0,,,,
因为她去彻夜长谈她有**,,,,,,,,,,1,,,,
一二三四五六七 台词说的真**,,,,,,,,,,1,,,,
掷地有声铿锵有力,,,,,,,,,,0,,,,
背剧本不如打游戏,,,,,,,,,,0,,,,
一个绿幕飞到天山 close up 帅到面瘫,,,,,,,,,,0,,,,
片酬千万遍地花痴颜饭片约不间断,,,,,,,,,,0,,,,
拍戏真的好辛苦,,,,,,,,,,0,,,,
三更半夜只有我一人,,,,,,,,,,0,,,,
别娇气别着急,,,,,,,,,,0,,,,
不如我去跟你对个剧本,,,,,,,,,,0,,,,
我同意 我们一起研究一起努力,,,,,,,,,,0,,,,
你呼吸 我出力,,,,,,,,,,0,,,,
幸福美满的剧组夫妻,,,,,,,,,,0,,,,
用了文替再用武替,,,,,,,,,,0,,,,
几十个人拍一场戏,,,,,,,,,,0,,,,
经纪人化妆师助理,,,,,,,,,,0,,,,
全天候不能不如意,,,,,,,,,,0,,,,
定角色要流量,,,,,,,,,,0,,,,
没粉丝演的好也休想,,,,,,,,,,0,,,,
每天公关危机,,,,,,,,,,0,,,,
娱乐八卦翻的各种旧帐,,,,,,,,,,0,,,,
口碑千万不能坏了,,,,,,,,,,0,,,,
宣传千万不能败了,,,,,,,,,,0,,,,
人设千万不能栽了,,,,,,,,,,0,,,,
不然千万身价就不好卖了,,,,,,,,,,0,,,,
院线忙上岗 深夜处处幽灵场,,,,,,,,,,0,,,,
粉丝吵吵嚷嚷,,,,,,,,,,0,,,,
水军浩浩荡荡 总之我家宝宝棒棒,,,,,,,,,,0,,,,
自视甚高的有钱有名有名牌包包的,,,,,,,,,,0,,,,
独领风骚傲娇轻佻的你,,,,,,,,,,1,,,,
**作品明明是抄的,,,,,,,,,,1,,,,
摇身一变亿元导演,,,,,,,,,,0,,,,
谁得罪不给谁好脸,,,,,,,,,,0,,,,
哪门子道德被糟践,,,,,,,,,,0,,,,
法官来了也不道歉,,,,,,,,,,0,,,,
美轮美奂的神奇,,,,,,,,,,0,,,,
一张张人皮纸醉金迷光怪陆离 that's rite,,,,,,,,,,0,,,,
Pretty face and money that's life 理直气壮表姿态,,,,,,,,,,0,,,,
迎接美好小时代,,,,,,,,,,0,,,,
小资爱**是不是脑子坏,,,,,,,,,,1,,,,
你们不反不吐不管不顾还有**在,,,,,,,,,,1,,,,
不想看烂片 不想看烂片,,,,,,,,,,0,,,,
你赚钱赚得专业点,,,,,,,,,,0,,,,
别再让我感言废话半天,,,,,,,,,,0,,,,
你满脸的不爽,,,,,,,,,,0,,,,
也不得不躺不如快还钱,,,,,,,,,,0,,,,
不想看烂片 不想看烂片,,,,,,,,,,0,,,,
你赚钱赚得专业点,,,,,,,,,,0,,,,
别再让我感言废话半天,,,,,,,,,,0,,,,
你满脸的不爽,,,,,,,,,,0,,,,
也不得不躺不如快还钱,,,,,,,,,,0,,,,
不想看烂片 不想看烂片,,,,,,,,,,0,,,,
你赚钱赚得专业点,,,,,,,,,,0,,,,
别再让我感言废话半天,,,,,,,,,,0,,,,
你满脸的不爽,,,,,,,,,,0,,,,
也不得不躺不如快还钱,,,,,,,,,,0,,,,
不想看烂片 不想看烂片,,,,,,,,,,0,,,,
你赚钱赚得专业点,,,,,,,,,,0,,,,
别再让我感言废话半天,,,,,,,,,,0,,,,
你满脸的不爽,,,,,,,,,,0,,,,
也不得不躺不如快还钱,,,,,,,,,,0,,,,
看你的美像盛开的花蕊,,,,,,,,,,0,,,,
ei 你迷人的发尾,,,,,,,,,,0,,,,
ei 想到你就心醉,,,,,,,,,,0,,,,
如果你也会,,,,,,,,,,0,,,,
希望找到她 不再祷告吧,,,,,,,,,,0,,,,
跟随我到哪 欢迎来我家,,,,,,,,,,0,,,,
如果在一起 就不管梦多大,,,,,,,,,,0,,,,
陪你挑衣服 或逛逛沃尔玛,,,,,,,,,,0,,,,
让妳做我的她 度过eveyday,,,,,,,,,,0,,,,
想赚钱给她花 let's celebrate,,,,,,,,,,0,,,,
合影不说话 但保存你的美,,,,,,,,,,0,,,,
做你的奥特曼 或叫我Acekay,,,,,,,,,,0,,,,
ye baby 我都是在想你,,,,,,,,,,0,,,,
ye lady 我不是在骗你,,,,,,,,,,0,,,,
enm sexy enm pu**y 我想要拥有你,,,,,,,,,,1,,,,
想要的不多只是走完这个世纪,,,,,,,,,,0,,,,
okay 我都是在那里想为你而放纵,,,,,,,,,,0,,,,
oh 羡煞旁人一眼就能被你给掏空,,,,,,,,,,0,,,,
**的肢体 自己不能够操纵,,,,,,,,,,1,,,,
幻想牵上你的手与你遨游外太空,,,,,,,,,,0,,,,
陪你到处run 只要把你捧手上,,,,,,,,,,0,,,,
怕你感冒怕你融化,,,,,,,,,,0,,,,
有我在你别怕胖,,,,,,,,,,0,,,,
我不止在意你的心情 oh my lady,,,,,,,,,,0,,,,
要你从此刻开始跟我建立亲情,,,,,,,,,,0,,,,
所以规律 就是每天必须有你,,,,,,,,,,0,,,,
不再规定 或上或下我都由你,,,,,,,,,,0,,,,
别再让你受委屈 我设下警备区,,,,,,,,,,0,,,,
所以说无愧与你是你我的小约定,,,,,,,,,,0,,,,
努力的活 先挣一个窝 把称呼换成了 我们,,,,,,,,,,0,,,,
陪你度过 分秒不嫌多 是感情升温的 过程,,,,,,,,,,0,,,,
ei 冬季要抱紧在被窝,,,,,,,,,,1,,,,
拌嘴都不嫌得啰嗦 不在乎到底谁的错,,,,,,,,,,0,,,,
ok no mroe 所有爱都在这里 心敞开地彻底,,,,,,,,,,0,,,,
信赖着我 除家人对谁都dirty 当然加上你,,,,,,,,,,0,,,,
说谎话never never 赚给你paper paper,,,,,,,,,,0,,,,
如果你不喜欢太乖 把帽子戴歪 做我hater的hater,,,,,,,,,,0,,,,
看你的美像盛开的花蕊,,,,,,,,,,0,,,,
ei 你迷人的发尾,,,,,,,,,,0,,,,
ei 想到你就心醉,,,,,,,,,,0,,,,
如果你也会,,,,,,,,,,0,,,,
不知何时开始看透了分手原因,,,,,,,,,,0,,,,
她说的每一字一句都开始变的违心,,,,,,,,,,0,,,,
对不起你变了 我要保持个人清新,,,,,,,,,,0,,,,
不值千金 你在我心中是否牵心,,,,,,,,,,0,,,,
是否要每天保持清醒 好像活的自在,,,,,,,,,,0,,,,
假装要PO张朋友圈要显的自己气派,,,,,,,,,,0,,,,
OH BEE 不要假装这种方式把我击败,,,,,,,,,,0,,,,
不知道你的下一秒会使用哪种姿态,,,,,,,,,,0,,,,
是否溃烂在我心里 是否激情澎湃,,,,,,,,,,0,,,,
是否还每天早起 是否为我准备饭菜,,,,,,,,,,0,,,,
是否在每一刻钟 是否还会对我去爱,,,,,,,,,,0,,,,
可笑的分手理由 可悲的把我击败,,,,,,,,,,0,,,,
也许现在黑白颠倒的我像个无赖,,,,,,,,,,0,,,,
混蛋不需要你评判 我的生活照样精彩,,,,,,,,,,0,,,,
不要对我轻踩 人生不会串改,,,,,,,,,,0,,,,
和你兑现的承诺却变成主宰,,,,,,,,,,0,,,,
上一次 进你怀抱 高兴的蹦 这一次 体会到了 失去的痛,,,,,,,,,,0,,,,
像是上天赐给我的礼物 幸福到无法控制的温度,,,,,,,,,,0,,,,
承认是自己不够成熟但也低估了她的城府 置身于火海深处我已伤的体无完肤,,,,,,,,,,0,,,,
她出现在你生活每个角落 而现在你想从自己生活逃脱,,,,,,,,,,0,,,,
在一起是梦 睁开眼是痛 一起走过的那些胡同 像颗定时炸弹一直冲击着我的瞳孔,,,,,,,,,,0,,,,
到了现在已经支离破碎 因为 太多被 金钱价值观给摧毁,,,,,,,,,,0,,,,
感情发生追尾 歇斯底里想出了所有办法为了把她追回,,,,,,,,,,0,,,,
我的爱给她 我的钱给她 现在我把这首歌给她,,,,,,,,,,0,,,,
不会说我很受罪,,,,,,,,,,0,,,,
失眠中在夜晚下的滋味,,,,,,,,,,0,,,,
怎么突然惊醒在深夜 缘由关于那些噩梦,,,,,,,,,,0,,,,
了解现实虚幻的分辨 回过神还是隐隐作痛,,,,,,,,,,0,,,,
时间捉弄人心 又同时 说动神经 别去 拨动曾经的过去 被我 说中原因,,,,,,,,,,0,,,,
或许像照片的风景 时而陷进开始憧憬,,,,,,,,,,0,,,,
暂时触及不到 我变的浮躁 怎么调节生活重心,,,,,,,,,,0,,,,
在夜里 可能太煽情 像电影 没顾虑穿行 两地,,,,,,,,,,0,,,,
说着擅长的婉转句 不想 爱情转移,,,,,,,,,,0,,,,
爱久了 像没汽的可乐 没了那份冲劲,,,,,,,,,,0,,,,
再久了 生活像杯清水 而她是必需品,,,,,,,,,,0,,,,
每次争执过后 真是受够 我的脾气 真的烂,,,,,,,,,,0,,,,
太注重所谓的面子 自责的话 用沉默来交换,,,,,,,,,,0,,,,
我始终没给你交代 但没想过 let u go,,,,,,,,,,0,,,,
你说我一字千金但我为你 开了口,,,,,,,,,,0,,,,
Wow 人海中的对视像爱如潮水般,,,,,,,,,,0,,,,
潮起潮落 热浪把些许的冷空气都吹散,,,,,,,,,,0,,,,
我再也不愿见你在深夜里买醉,,,,,,,,,,0,,,,
不愿别的男人见识你的妩媚,,,,,,,,,,0,,,,
你该知道这样会让我心碎,,,,,,,,,,0,,,,
答应我你从此不在深夜里徘徊,,,,,,,,,,0,,,,
不要轻易尝试放纵的滋味,,,,,,,,,,0,,,,
你可知道这样会让我心碎,,,,,,,,,,0,,,,
有些话藏在心里它确实很难说,,,,,,,,,,0,,,,
难以启齿 我一直没和谁谈过,,,,,,,,,,0,,,,
有一些难过 我通常都埋没 在最 深处的角落,,,,,,,,,,0,,,,
才会 停止了探索,,,,,,,,,,0,,,,
记不得这是第几回 我以为你以为,,,,,,,,,,0,,,,
太多问题的泄愤 像被枪射中了脊背,,,,,,,,,,0,,,,
让时间加速几倍 做没顾虑的选择,,,,,,,,,,0,,,,
你我都不是贤者 总是反复自我谴责,,,,,,,,,,0,,,,
更加懂得 表达爱就不用太多言语,,,,,,,,,,0,,,,
