海尔兄弟上了pigeons&planes 全世界都听到中国嘻哈,,,,,,,,0
奥运会上傅园慧告诉全世界她那天来了大姨夫,,,,,,,,0
yeezy要卖桌子你们不是队要排到那一家宜家,,,,,,,,0
70万的listen 还要怪直火帮出钱买了网易吗,,,,,,,,0
有点痛又叫的我的耳膜有点懵,,,,,,,,0
洋迷她 电影我一部都没看过也不知她到底整没整容,,,,,,,,0
长期假 然后实在假不下去了直接注销微信以为还能玩失踪,,,,,,,,0
没本事没钱没智商开韩国车还觉得自己特别像王思聪,,,,,,,,1
你爸妈的山就要被你吃空 你师兄都不愿意当你师兄,,,,,,,,1
老婆生不出娃还没钱借 你只能借 始终shoutout to 谢子通,,,,,,,,1
所有的 理由,,,,,,,,0
所有的 低头,,,,,,,,0
所有的 意犹 未尽,,,,,,,,0
所有的 垂头 丧气,,,,,,,,0
像zombie 下象棋 趁你轻敌 把你将军,,,,,,,,0
所有的输赢 在刹那的决定,,,,,,,,0
所有的决定 都是注定,,,,,,,,0
所有的fans跟着伴奏 穿着yoga pants来战斗,,,,,,,,0
女孩都爱Chuck Zigga Jiang他的汗臭 XZT渐快渐慢的flow,,,,,,,,0
让你颤抖,,,,,,,,0
Hype it up hates怕 倒吸口冷气 把我们比作了2 pac and biggie,,,,,,,,0
Feezy这场休息 看场好戏 SFG在夏季的ending迎来新的胜利,,,,,,,,0
我只想笑着 把生活当做一场游戏,,,,,,,,0
下次遇到你会是第几个月的星期几,,,,,,,,0
我不会像曾经一样为别人而脱衣,,,,,,,,0
我丢失了棉被,,,,,,,,0
能换回几个枕头,,,,,,,,0
就算荣华富贵,,,,,,,,0
也没法隔夜仇,,,,,,,,0
感谢用心教育深刻教训 让我完全蜕变,,,,,,,,0
没法睡 not on the track,,,,,,,,0
害怕没人能满足你想要的滋味,,,,,,,,0
何况你心那么脆,,,,,,,,0
那位枪手目标定格了 两点一线,,,,,,,,0
有些话在说出口之前需要面对面,,,,,,,,0
时间改正我的善变面对你不是演员,,,,,,,,0
最好的弥补暗地陪在你身边 多花时间,,,,,,,,0
don’t worry第二个保护你的我在床前,,,,,,,,0
don’t worry给我机会才能满足你心愿,,,,,,,,0
don’t worry别把我推倒你世界边缘,,,,,,,,0
不想看到 那个他牵你的手 搭你的肩,,,,,,,,0
我想做你 特别的人 特别的事 特别的他,,,,,,,,0
我想给你 特别的家 特别的花 去特别的pa,,,,,,,,0
说真的你是特别的你 在成都带不走的 也只有你,,,,,,,,0
我只想笑着 把生活当做一场游戏,,,,,,,,0
下次遇到你会是第几个月的星期几,,,,,,,,0
我不会像曾经一样为别人而脱衣,,,,,,,,0
我丢失了棉被,,,,,,,,0
能换回几个枕头,,,,,,,,0
就算荣华富贵,,,,,,,,0
也没法隔夜仇,,,,,,,,0
记忆深刻美丽的回想 别当做过去,,,,,,,,0
可能我选择喧嚣 你喜欢静谧,,,,,,,,0
我会拼命哈艘给予最好并不选择放弃,,,,,,,,0
我会努力,,,,,,,,0
这样你才能靠我肩膀,,,,,,,,0
我会努力,,,,,,,,0
才能创造我的乐器厂,,,,,,,,0
我在虚幻的梦里 等待小仙女的降临,,,,,,,,0
不用讲什么道理 岁数这些不是问题,,,,,,,,0
护花是我的使命 骗过许多的少女,,,,,,,,0
对你说声对不起 要怪 怪这短暂的生命,,,,,,,,0
我想和你去海滩 看心急如焚的鲨鱼,,,,,,,,0
去逛逛街头灯火阑珊 再和你去吃路边摊,,,,,,,,0
都怪我趁虚而入 让画风格格不入,,,,,,,,0
从南到北的路 你给了我最后归宿,,,,,,,,0
当我知道以后陪我不是你,,,,,,,,0
我只想笑着 把生活当做一场游戏,,,,,,,,0
下次遇到你会是第几个月的星期几,,,,,,,,0
我不会像曾经一样为别人而脱衣,,,,,,,,0
我丢失了棉被,,,,,,,,0
无能为力,,,,,,,,0
让心休假也不收下你,,,,,,,,0
我可以彻夜不归交我想交的朋友,,,,,,,,0
把你相框移开摆满我最爱喝的红酒,,,,,,,,0
在家里开趴night till the morning,,,,,,,,0
讲真的没有你生活也不会boring,,,,,,,,0
我再也不会优柔寡断处理关系若即若离,,,,,,,,0
让你成为我人生满分答卷的一道错题,,,,,,,,0
自从你走以后,,,,,,,,0
还赖着不肯离开的回忆gets old,,,,,,,,0
我只在乎我自己过的开心与否,,,,,,,,0
与酒与你都无关,,,,,,,,0
没有遗憾 我总得向前走,,,,,,,,0
这故事中有一段 是你和我联手,,,,,,,,0
就在天亮前出发,,,,,,,,0
就在天亮前出发,,,,,,,,0
因为太繁华的夜晚让你整晚都无法入眠,,,,,,,,0
你不想昙花一现就和梦境说再见,,,,,,,,0
自信是你的行李,,,,,,,,0
让你定义概念,,,,,,,,0
你从未放弃,,,,,,,,0
在每个难眠的夜,,,,,,,,0
你还在途中,,,,,,,,0
但现在你不再孤单,,,,,,,,0
你需要FRESH TAPE,,,,,,,,0
陪伴你整个夜晚,,,,,,,,0
红黄绿三种颜色,,,,,,,,0
你知道什么是代表前进,,,,,,,,0
竭尽你所能重生在这绝境,,,,,,,,0
就是我存在的证据,,,,,,,,0
有你们在我飞行脱离重力,,,,,,,,0
这首歌给我兄弟,,,,,,,,0
要重情重义,,,,,,,,0
终于可以在这给你动力,,,,,,,,0
抬起你的头,,,,,,,,0
朝光的方向走,,,,,,,,0
孤单的黎明,,,,,,,,0
是繁荣的开头,,,,,,,,0
就在天亮前出发,,,,,,,,0
沿途卸下了浮夸,,,,,,,,0
黎明的黑暗,,,,,,,,0
让你觉得孤单,,,,,,,,0
黑暗的一切,,,,,,,,0
让自信生灵涂炭,,,,,,,,0
我还在唱,,,,,,,,0
我想我也可以更棒,,,,,,,,0
就算是没人在听我也可以配唱,,,,,,,,0
如果在生命开始时让我再次选择,,,,,,,,0
我一样坚持我的音乐我的饶舌,,,,,,,,0
一样叫YJ,,,,,,,,0
让loser往后排队,,,,,,,,0
你一样可以做到,,,,,,,,0
做你自己才对,,,,,,,,0
就在天亮前出发,,,,,,,,0
比他们都要早,,,,,,,,0
我们做的精打细算,,,,,,,,0
比从前都要好,,,,,,,,0
太多梦想要实现,,,,,,,,0
灵感就在指尖,,,,,,,,0
等我下笔,,,,,,,,0
成功由你自愿,,,,,,,,0
抬起你的头,,,,,,,,0
朝光的方向走,,,,,,,,0
孤单的黎明,,,,,,,,0
是繁荣的开头,,,,,,,,0
就在天亮前出发,,,,,,,,0
沿途卸下了浮夸,,,,,,,,0
当你感到累了觉得无力感到困,,,,,,,,0
当你不再愿意相信别人只有恨,,,,,,,,0
我只能怀疑,,,,,,,,0
你是不是个real man,,,,,,,,0
我想你仔细看看面前这个real friend,,,,,,,,0
他比你更倒霉,,,,,,,,0
比你更值得去憎恨,,,,,,,,0
他过去稚嫩但现在更想认真,,,,,,,,0
伤口不会消除,,,,,,,,0
它只会更深,,,,,,,,0
但微笑可以保持,,,,,,,,0
比曾经更真,,,,,,,,0
就在天亮前出发,,,,,,,,0
比他们都要早,,,,,,,,0
我们做的精打细算,,,,,,,,0
比从前都要好,,,,,,,,0
太多梦想要实现,,,,,,,,0
灵感就在指尖,,,,,,,,0
等我下笔,,,,,,,,0
成功由你自愿,,,,,,,,0
抬起你的头,,,,,,,,0
朝光的方向走,,,,,,,,0
孤单的黎明,,,,,,,,0
是繁荣的开头,,,,,,,,0
就在天亮前出发,,,,,,,,0
沿途卸下了浮夸,,,,,,,,0
就在天亮前出发,,,,,,,,0
沿途卸下了浮夸,,,,,,,,0
Verse 1 泥鳅,,,,,,,,0
你是否感觉到寒冷 他们都对你残忍,,,,,,,,0
都是凡人 得不到上帝的蓝本,,,,,,,,0
总有人觉得自己是完人落入凡尘,,,,,,,,0
把你当传人 传教你怎么走出寒门,,,,,,,,0
你可以说你从来不为得到谁的认可,,,,,,,,0
但从来不是你自己来区分败者胜者,,,,,,,,0
真的认了 不会再费力呼喊 这英雄孤胆,,,,,,,,0
布满 陷阱要过该怎么铺满,,,,,,,,0
我的 斗志骤止 怎么 都是狗屎 已经透支most,,,,,,,,1
手指手势 都在仇视丑事 无论投资投食 ok goes both,,,,,,,,0
尽管各谋各的生路 人不当人当牲畜 一唱一和分个声部,,,,,,,,1
都有深度 都深入 撑住利益的分布,,,,,,,,0
倚老卖老 把该好 的喷吐 听好,,,,,,,,1
我经历太早但我精力太好,,,,,,,,0
我心地太好但不轻易败倒,,,,,,,,0
说唱用的是嘴巴不是链子,,,,,,,,0
没有链子 没有限制 只有偏执 只有面子,,,,,,,,0
说要看清楚自己但是你的镜头前置,,,,,,,,0
不能辨识 你的天资 只懂颜值 全是眼屎,,,,,,,,1
If you fuck with me I promise you 我不会先死,,,,,,,,1
不知廉耻 只会偏食 先倒下的拖去便池,,,,,,,,1
电视随便放什么我要看到现实,,,,,,,,0
不当骗子 长好见识 棺材里的歌不变质,,,,,,,,0
我的手里放块冰 高烧着脑门爆青筋,,,,,,,,0
汗滴禾下土 疑是窗前的星星,,,,,,,,0
体温三十八度七 时速二百一十一,,,,,,,,0
右脚踩下油门 引擎温度超金星,,,,,,,,0
你提问“到哪里去 我们故事在哪里叙,,,,,,,,0
今夜同好在哪里聚 几星级的礼遇”,,,,,,,,0
我举手打住你 飙着肾上腺素 烧卡路里,,,,,,,,0
过弯太急都没注意 身后已有警灯亮起,,,,,,,,0
一种豺狼 披着 不同种类的皮,,,,,,,,0
我脑中浮现出 你告诉我 解决不了的迷,,,,,,,,0
好为人师的假绅士总是擅自装先知,,,,,,,,0
道德绑架人质的你 贪吃贪吃,,,,,,,,0
但我从不服从安置 而燕雀安知 鸿鹄之志,,,,,,,,0
写史诗 我的歌词靠知识,,,,,,,,0
我的计划不搁置 打开车门的警报,,,,,,,,0
看你是否真的敢为理想殉道,,,,,,,,0
及格我一百你六十 我熊市是你的牛市,,,,,,,,0
我洗掉你这块油渍 我生活是我的缪斯,,,,,,,,0
我只在不惑里求知 请叫我普罗米修斯,,,,,,,,0
我给你开电梯门进来楼层不要比我低,,,,,,,,0
看你吃干饭拉稀 说买车结果要打的,,,,,,,,1
 Back to back 我在 火灾 现场安全着陆,,,,,,,,0
 Fuck the dab Fuck the drum 弦乐的声音足够make me strong,,,,,,,,1
 熟透的flow 声色不露 的gold mode 等待XZT drop the bomb,,,,,,,,0
 我对神敬仰有信仰 不是muslin or monk,,,,,,,,0
 物质不令我迷茫 歌词不复制 是原创,,,,,,,,0
 不用任何人护着 不和fakers穿一条裤子,,,,,,,,0
 讲究真实不讲故事 回头看墙壁上的数字,,,,,,,,0
 Robaholic **** Zinco不讲道理,,,,,,,,1
 Chuck Zigga Jiang超级 讲义气 Feezy不回忆,,,,,,,,0
 King XZT硬着头皮 身处这个游戏,,,,,,,,0
 don’t be the best be the dope please 坚持下去就会牛逼,,,,,,,,1
 拿出手机 放几首SFG的diss,,,,,,,,0
 交响乐配Hiphop没听过吧Shit is a bliss,,,,,,,,1
 Fire fire呐喊声不断震裂dis bitch,,,,,,,,1
 说唱用的是嘴巴不是链子,,,,,,,,0
 没有链子 没有限制 只有偏执 只有面子,,,,,,,,0
 说要看清楚自己但是你的镜头前置,,,,,,,,0
 不能辨识 你的天资 只懂颜值 全是眼屎,,,,,,,,1
 If you fuck with me I promise you 我不会先死,,,,,,,,1
不知廉耻 只会偏食 先倒下的拖去便池,,,,,,,,1
电视随便放什么我要看到现实,,,,,,,,0
不当骗子 长好见识 棺材里的歌不变质,,,,,,,,0
说爱你 爱你 在一起 就go with u,,,,,,,,0
说真的 真的 marry me  oh  my super nice girl  x2,,,,,,,,0
很开心睁开双眼看到她在我的怀里,,,,,,,,0
我只想安静的看着她 真的离不开你,,,,,,,,0
这样动都能不想动 偷偷的被掌控,,,,,,,,0
准备好了放下一切跟你一起走,,,,,,,,0
想法特别简单 也只有你能懂,,,,,,,,0
不用太多文字 也不用太多表示,,,,,,,,0
虽然爱就一个字但想对你,,,,,,,,0
不善言辞  偶尔会让你失望,,,,,,,,0
可我只想用心把它写在洁白的纸上,,,,,,,,0
没有敷衍 也不会出现搪塞,,,,,,,,0
你知道你不喜欢的事情 我来不会都不强迫,,,,,,,,0
开心我陪你笑,,,,,,,,0
无聊我陪你闹,,,,,,,,0
感觉太微妙,,,,,,,,0
将你紧紧抱,,,,,,,,0
这不是一场游戏 需要紧紧靠,,,,,,,,0
说爱你 爱你 在一起 就go with u,,,,,,,,0
说真的 真的 marry me  oh  my super nice girl  x2,,,,,,,,0
我的每次失落 你总告诫我努力,,,,,,,,0
再每天的清晨都会收到你的鼓励,,,,,,,,0
我想你也许是老天爷赐给我的天使,,,,,,,,0
只要有你出现爱从来没有停止,,,,,,,,0
一切也许是巧合 这样让你我相遇,,,,,,,,0
在秋天的傍晚 好像刚过了雨季,,,,,,,,0
你扬起的嘴角 像黑夜中的火炬,,,,,,,,0
爱你很危险 可我早不想躲避,,,,,,,,0
这样牵着你的手,,,,,,,,0
累了有你背我走,,,,,,,,0
这样牵着你的手,,,,,,,,0
想想和你白发的时候   x2,,,,,,,,0
我爱你 爱你 在一起 就 go with u,,,,,,,,0
说真的 真的  marry me oh  my super nice girl  x2,,,,,,,,0
爱你  爱你  just go with u,,,,,,,,0
 爱你  爱你  nice super girl,,,,,,,,0
活了18年我给无数个人写过歌,,,,,,,,0
I remember 那个年少的我,,,,,,,,0
那些让我爱的恨得赢的输的,,,,,,,,0
和那些让我长大的女孩的青涩,,,,,,,,0
那时候不懂什么叫做爱与被爱,,,,,,,,0
总是得到伤心加上冷漠,,,,,,,,0
我妈教我如何振作所以这,,,,,,,,0
最重要的一首歌 我写给我的妈,,,,,,,,0
她是我心中的茉莉花,,,,,,,,0
我妈生我的时候 肚子上开过刀,,,,,,,,0
强撑着痛苦听到我哭声后才敢晕倒,,,,,,,,0
所有人都围着我但是她却被人冷落,,,,,,,,0
没有人注意到她才是我真正的制造者,,,,,,,,0
一个女人扛着家 千斤担子压着她,,,,,,,,0
我也曾怀疑为什么她会嫁给我爸,,,,,,,,0
我甚至怨过为什么我爸没有骨气,,,,,,,,0
本是男人的使命却丢给我妈所有压力,,,,,,,,0
小时候睡觉前 妈给我讲的童话故事,,,,,,,,0
每一个故事都是给我成长的种子,,,,,,,,0
那时候我搞不懂什么是农夫与蛇,,,,,,,,0
到现在妈是农夫有时候我就是那条蛇,,,,,,,,0
我后悔惹她生气 她对我付出不求回报,,,,,,,,0
18年的细心教导让我能在社会上落脚,,,,,,,,0
这一段歌词是我回报你教我的感恩,,,,,,,,0
我是迷失船只 妈就是黑暗中的一盏灯,,,,,,,,0
面对我的希望 每次我给你的失望,,,,,,,,0
但你希望我不要失望 再一次给我期望,,,,,,,,0
我妈就像个战士 她什么都不怕,,,,,,,,0
但是她会担心我 当我每一次离开家,,,,,,,,0
青春期的我不听劝导 叛逆让我以为我已经长大,,,,,,,,0
后悔让你皱纹变多 让黑发变成白发,,,,,,,,0
我以为自己总是对的 认为你不理解 不懂我,,,,,,,,0
当我发现我错了感谢你还在我的背后,,,,,,,,0
我总是想证明自己所以把事情给夸大,,,,,,,,0
因为所有孩子都想成为大人们的骄傲,,,,,,,,0
人生会有很多挫折 上帝希望你成长,,,,,,,,0
您总会交代我要在失败中去吸取营养,,,,,,,,0
我的梦想尽管付出不一定有回报,,,,,,,,0
但是我想要努力能够把我梦想达到,,,,,,,,0
所以我的妈妈请你不要感到焦躁,,,,,,,,0
我会像所有人证明我是你最大的骄傲,,,,,,,,0
很多的时候我发现自己会迷失方向,,,,,,,,0
感谢你在我不知所措时给与我的光亮,,,,,,,,0
那么家的避风港 再苦再难也温暖,,,,,,,,0
因为我习惯了在您的庇护下去生长,,,,,,,,0
如果我有翅膀的话 妈 我一定带你飞,,,,,,,,0
如果我有梦想的话会不会来陪我追,,,,,,,,0
如果您变老了我会在你身边照顾你,,,,,,,,0
让我陪着你不会感到孤单和不安,,,,,,,,0
旅途中的游子 被遗忘的浪子,,,,,,,,0
赶快回头因为你还有一个家,,,,,,,,0
叛逆的孩子 那能不能回去陪陪他,,,,,,,,0
就算你什么都没有至少你还有一个妈,,,,,,,,0
就算我完成了所有的梦想我也会把我妈带上,,,,,,,,0
因为孩子是原上草 妈就是东升的太阳,,,,,,,,0
就算我完成了梦想我也会把妈带上,,,,,,,,0
因为孩子是原上草 妈就是东升的太阳,,,,,,,,0
有得到也有失去,,,,,,,,0
平凡的一年,,,,,,,,0
还记得在最初,,,,,,,,0
送给自己的承诺,,,,,,,,0
没想到在结束的时候,,,,,,,,0
却只剩沉默,,,,,,,,0
告诉镜子里的他,,,,,,,,0
你已经不小了,,,,,,,,0
要学会衡量,,,,,,,,0
什么才是最重要的,,,,,,,,0
你可以无畏地宣泄,,,,,,,,0
内心的愤怒,,,,,,,,0
向天空大声呐喊,,,,,,,,0
我要走自己的路,,,,,,,,0
去追自己想要的,,,,,,,,0
痛哭也欢笑着,,,,,,,,0
没有什么好担心的,,,,,,,,0
勇敢地奔跑着,,,,,,,,0
我还年轻我要过把瘾,,,,,,,,0
直到一阵冰冷的大雨,,,,,,,,0
把我打醒,,,,,,,,0
我以为能够把握好,,,,,,,,0
自我的命运,,,,,,,,0
能够拥有她是我最大的幸运,,,,,,,,0
当一切回到原点,,,,,,,,0
我才开始反省,,,,,,,,0
是不是只有伤痛,,,,,,,,0
才能将自己唤醒,,,,,,,,0
就这样就这样,,,,,,,,0
我离她越来越远越来越远,,,,,,,,0
就这样就这样,,,,,,,,0
走到了毁灭的临界点,,,,,,,,0
就这样就这样,,,,,,,,0
我离他越来越远越来越远,,,,,,,,0
就这样就这样,,,,,,,,0
走到了毁灭的临界点,,,,,,,,0
我沿着你我走过的路,,,,,,,,0
一直地走,,,,,,,,0
只是没有你在身边牵我的手,,,,,,,,0
回忆着说过的那些亲密的话,,,,,,,,0
可惜我不是你想要的,,,,,,,,0
那一个他,,,,,,,,0
你说你要去那个很远的地方,,,,,,,,0
那座城市是你心灵的去向,,,,,,,,0
还以为这些是,,,,,,,,0
你跟我开的玩笑,,,,,,,,0
原来我在你心里,,,,,,,,0
并没那么的重要,,,,,,,,0
我还傻傻地去追你远去的车,,,,,,,,0
你离开后我重复,,,,,,,,0
听着你喜欢的歌,,,,,,,,0
或许是为了营造一种,,,,,,,,0
你还在的幻觉,,,,,,,,0
当世界恢复安静,,,,,,,,0
梦也随之幻灭,,,,,,,,0
就这样我学会了自言自语,,,,,,,,0
就这样我终于认识了自己,,,,,,,,0
那本已经翻到,,,,,,,,0
最后一页的日历,,,,,,,,0
就像现在的我,,,,,,,,0
即将燃烧成灰烬,,,,,,,,0
就这样就这样,,,,,,,,0
我离她越来越远越来越远,,,,,,,,0
就这样就这样,,,,,,,,0
走到了毁灭的临界点,,,,,,,,0
就这样就这样,,,,,,,,0
我离他越来越远越来越远,,,,,,,,0
就这样就这样,,,,,,,,0
走到了毁灭的临界点,,,,,,,,0
这世界很大我很小,,,,,,,,0
口袋里却装着数不清的问号,,,,,,,,0
生命的过程中有无数的困扰,,,,,,,,0
而我得到的答案却很少很少,,,,,,,,0
这世界很大我很小,,,,,,,,0
口袋里却装着数不清的问号,,,,,,,,0
生命的过程中有无数的困扰,,,,,,,,0
而我得到的答案却很少很少,,,,,,,,0
就这样就这样,,,,,,,,0
我离她越来越远越来越远,,,,,,,,0
就这样就这样,,,,,,,,0
走到了毁灭的临界点,,,,,,,,0
就这样就这样,,,,,,,,0
我离她越来越远越来越远,,,,,,,,0
就这样就这样,,,,,,,,0
走到了毁灭的临界点,,,,,,,,0
这城市那么美 你却落下了眼泪,,,,,,,,0
我知道你很累 怪我不懂错与对,,,,,,,,0
逞强的不后悔 回忆全部烧成灰,,,,,,,,0
除非一夜宿醉 不然不会说出sorry,,,,,,,,0
想问你my babe 明天我怎么面对,,,,,,,,0
每一个派对 你曾就在我周围,,,,,,,,0
我喝的太醉 过得一点不ok,,,,,,,,0
讨厌的事你都做所以我什么也不会,,,,,,,,0
确定你不会 走,,,,,,,,0
如果我松开 口,,,,,,,,0
每当夜深人静只有我的时候,,,,,,,,0
我的衣袖 全都湿透,,,,,,,,0
好想你回到我身边,,,,,,,,0
可是却回不到从前,,,,,,,,0
我们的距离变的 那么远,,,,,,,,0
好想你回到我身边,,,,,,,,0
可是却回不到从前,,,,,,,,0
摔破的镜子到底 怎么圆,,,,,,,,0
一个人走在陌生却最熟悉那条街,,,,,,,,0
无助的背影渴望时间过的快一些,,,,,,,,0
回家的路上还是经过哪家便利店,,,,,,,,0
除了你不在我身边其实一切都没变,,,,,,,,0
一群人在夜店五彩灯光下狂欢,,,,,,,,0
一个人格格不入表现的很难堪,,,,,,,,0
朋友再劝 跟她再见 不要再恋,,,,,,,,0
嘴上愉快的答应可是内心却步履蹒跚,,,,,,,,0
其实我承认 根本没反悔的必要,,,,,,,,0
只是我遗憾 没划上完美的句号,,,,,,,,0
学着慢慢习惯 时间会贴出预告,,,,,,,,0
走过下一段 可能或许还会遇到,,,,,,,,0
自己都嫉妒我们 是多般配,,,,,,,,0
一直记住你走的 赤裸干脆,,,,,,,,0
拿着你的照片亲吻忘记你的心狠 眼神冰冷,,,,,,,,0
恍然大悟原来是在自我安慰,,,,,,,,0
好想你回到我身边,,,,,,,,0
可是却回不到从前,,,,,,,,0
我们的距离变的 那么远,,,,,,,,0
好想你回到我身边,,,,,,,,0
可是却回不到从前,,,,,,,,0
摔破的镜子到底 怎么圆,,,,,,,,0
如果开头就是 错的,,,,,,,,0
命中注定的 过客,,,,,,,,0
如果能拥有马良神笔改变结局的作者,,,,,,,,0
篡改故事结尾 抛下闭嘴不挽留的弱者,,,,,,,,0
放下自私互相给予不一味的等待获得,,,,,,,,0
选择机票换个城市却不知道去哪躲,,,,,,,,0
你和我的回忆放在心底套上密码锁,,,,,,,,0
时间不多清楚很快可能又要离开这,,,,,,,,0
放下仇恨的心里衷心的希望你快乐,,,,,,,,0
收到一条简讯 这一次不去无视你,,,,,,,,0
算不算新的险境 我旁边睡的不是你,,,,,,,,0
你的技巧又有几人会 诱惑我智力与纯粹,,,,,,,,0
分开后你在不同的男人怀里,,,,,,,,1
对 我也每晚和不同的女人睡,,,,,,,,1
谈到了对方时的笑容也已成泪,,,,,,,,0
还记得那个少年不务正业钻研说唱学还不上,,,,,,,,0
他只是想为你写首情歌 别来无恙,,,,,,,,0
怎么突然之间不知道,,,,,,,,0
该怎么面对面,,,,,,,,0
不知道怎样表达自己适应你的改变,,,,,,,,0
怎么才会让自己更能靠近你的身边,,,,,,,,0
我忘了怎样呼吸,,,,,,,,0
甚至忘了现在的时间,,,,,,,,0
若是我会迷路,,,,,,,,0
那么你是我的眼,,,,,,,,0
让我觉得安全,,,,,,,,0
你的心,,,,,,,,0
我才能看得见,,,,,,,,0
曾经我落下眼泪,,,,,,,,0
现在你来帮我捡,,,,,,,,0
我想得很简单 清晨起来,,,,,,,,0
你就在我身边,,,,,,,,0
就是这样一直不断给你,,,,,,,,0
输入能量源,,,,,,,,0
在你心情不好的时候才有电,,,,,,,,0
担心你会被骗,,,,,,,,0
把你心愿都实现,,,,,,,,0
把生活负能量都赶走,,,,,,,,0
充实着每一天,,,,,,,,0
按你的要求,,,,,,,,0
家里有属于你的房间,,,,,,,,0
我也想每天醒来都能看见你,,,,,,,,0
监督每天早睡不让你有黑眼圈,,,,,,,,0
虽然你总是吵闹在我耳边,,,,,,,,0
若是我会迷路,,,,,,,,0
那么你是我的眼,,,,,,,,0
让我觉得安全,,,,,,,,0
你的心,,,,,,,,0
我才能看得见,,,,,,,,0
曾经我落下的眼泪,,,,,,,,0
现在你来帮我捡,,,,,,,,0
我想的很简单 清晨起来,,,,,,,,0
有你在我身边,,,,,,,,0
一次就够,,,,,,,,0
就让我把你抓住,,,,,,,,0
不管过去怎样,,,,,,,,0
反正我是你的以后,,,,,,,,0
你所有的安全都由我来保护,,,,,,,,0
在你需要拥抱的时候给你温度,,,,,,,,0
我不会让你受到伤害,,,,,,,,0
愿当你的光,,,,,,,,0
给你我的心牵你的双手,,,,,,,,0
站在你身旁,,,,,,,,0
不管未来怎样未知,,,,,,,,0
你也不要惊慌,,,,,,,,0
所有你不喜欢做的都有我来挡,,,,,,,,0
时间 再走,,,,,,,,0
生活也是简单,,,,,,,,0
你想要的都拿去只要你喜欢,,,,,,,,0
我愿意为你去改变,,,,,,,,0
做你的后盾给你安全感,,,,,,,,0
不管是以前是以后现在,,,,,,,,0
都还不算是太晚,,,,,,,,0
脑海里已经粘贴你的各种模样,,,,,,,,0
从没有过的认真,,,,,,,,0
除了你我都不要,,,,,,,,0
喜欢你的调皮喜欢你对我笑,,,,,,,,0
我的肩膀也只留给你一个人靠,,,,,,,,0
若是我会迷路,,,,,,,,0
那么你是我的眼,,,,,,,,0
让我觉得安全,,,,,,,,0
你的心,,,,,,,,0
我才能看得见,,,,,,,,0
曾经我的谁的眼泪,,,,,,,,0
现在你来把我牵,,,,,,,,0
我想的很简单 情撑起来,,,,,,,,0
你就在我身边,,,,,,,,0
我从来都不信关于那些神秘的算式,,,,,,,,0
也从来不会花言巧语在你身上复制,,,,,,,,0
在我的面前不需要你任何的修饰,,,,,,,,0
确定你就是我心上的那一颗痣,,,,,,,,0
你担心的所有问题,,,,,,,,0
我可以说我不会,,,,,,,,0
你说你不会哪些,,,,,,,,0
那些也不需要你会,,,,,,,,0
我说的都是真的谁让你对我的味,,,,,,,,0
全无所谓,,,,,,,,0
你最珍贵,,,,,,,,0
我承认你是我遇到的最美的梦,,,,,,,,0
害怕惊吓到你还怕别人触碰,,,,,,,,0
对你止不住的好一点,,,,,,,,0
又总觉得不够,,,,,,,,0
你是我拼图里不可缺少的拼凑,,,,,,,,0
只要你能在我身边我全部都承受,,,,,,,,0
